Locality,Supply,Median_Price,Mean_Price,Price_Per_SqFt,Median_Area,Avg_BHK,Dominant_Type
"Kavisha Urbania, South Bopal, Bopal, Ahmedabad",1,60.0,60.0,5020.92,1195.0,2.0,Apartment
"Kb Royal Phoenix, Thaltej, Ahmedabad",1,80.0,80.0,9122.01,877.0,3.0,Apartment
"Kesar Alanta, Chharodi, Ahmedabad",1,62.0,62.0,5179.62,1197.0,2.0,Apartment
"Keshav Nagar, Ahmedabad",5,60.0,67.4,6172.84,1000.0,2.6,Apartment
"Keshavpriya Naroda Smart City 3, Dehgam Road, Ahmedabad",1,40.0,40.0,4040.4,990.0,2.0,Apartment
"Keshavpriya Smart City 3, Nava Naroda, Ahmedabad",1,35.0,35.0,3441.49,1017.0,2.0,Villa/Bungalow
"Khadia, Ahmedabad",1,15.0,15.0,2564.1,585.0,1.0,Apartment
"Khanpur, Ahmedabad",2,65.5,65.5,4835.975,1260.0,3.0,Apartment
"Khodiyar, Ahmedabad",2,60.5,60.5,6566.095,918.0,2.5,Apartment
"Khokhra, Ahmedabad",3,42.0,40.666666666666664,3853.21,781.0,2.0,Apartment
"Khwaish Blue Bell, Jagatpur, Ahmedabad",3,70.7,77.96666666666667,8573.85,792.0,2.3333333333333335,Apartment
"Kiara Opulent, Koteshwar, Ahmedabad",2,217.5,217.5,5010.325,4378.0,4.0,Apartment
"Kiranpark, Ahmedabad",1,60.0,60.0,6666.67,900.0,2.0,Apartment
"Kotarpur, Ahmedabad",1,13.5,13.5,1875.0,720.0,1.0,Apartment
"Koteshwar, Ahmedabad",1,100.0,100.0,6277.46,1593.0,3.0,Apartment
"Kothari Tower, Sabarmati, Ahmedabad",1,65.0,65.0,5416.67,1200.0,3.0,Apartment
"Krish Avenue I, Vastral, Ahmedabad",2,34.0,34.0,2849.675,1183.0,2.0,Apartment
"Krish Avenue, Ahmedabad",1,45.0,45.0,4166.67,1080.0,2.0,Apartment
"Krish Gold, Nikol, Ahmedabad",1,45.0,45.0,3750.0,1200.0,2.0,Apartment
"Krishna Heights, Gota, Ahmedabad",1,60.0,60.0,7407.41,810.0,2.0,Apartment
"Krishna Nagar Saijpur Bogha, Ahmedabad",2,44.3,44.3,6656.19,724.5,2.5,Apartment
"Krupa Kudrat Hill, Nikol, Ahmedabad",1,32.0,32.0,8080.81,396.0,1.0,Apartment
"Krupakanan Flat, Naranpura Gam, Ahmedabad",1,38.0,38.0,7307.69,520.0,1.0,Apartment
"Kshipra Aarohi Avinya, Jodhpur Village, Jodhpur, Ahmedabad",1,177.0,177.0,13409.09,1320.0,3.0,Villa/Bungalow
"Kuber Nagar, Ahmedabad",1,15.0,15.0,1515.15,990.0,2.0,Apartment
"LYCKA LIFE, Science City, Ahmedabad",1,141.0,141.0,12239.58,1152.0,3.0,Apartment
"Lambha, Ahmedabad",1,8.0,8.0,2666.67,300.0,1.0,Apartment
"Landmark Greens, Chandkheda, Ahmedabad",1,45.0,45.0,3731.34,1206.0,2.0,Plot
"Landmark Greens, Hiradhan City, Ahmedabad",1,50.0,50.0,4145.94,1206.0,2.0,Plot
"Landmark Lotus, Chandkheda, Ahmedabad",1,45.0,45.0,6000.0,750.0,2.0,Plot
"Laxmi Aleta, Jagatpur, Ahmedabad",2,65.25,65.25,5000.0,1305.0,2.0,Apartment
"Laxmi Eternia, Narolgam, Ahmedabad",1,36.0,36.0,2857.14,1260.0,3.0,Apartment
"Laxmi Nivas, Laxmi Nagar Narolgam, Ahmedabad",1,25.0,25.0,2314.81,1080.0,2.0,Apartment
"Laxmi Nivas, Narolgam, Ahmedabad",4,24.75,25.875,2329.35,927.0,2.0,Apartment
"Laxmi Sky City, Kathwada, Ahmedabad",4,53.25,52.875,3574.0699999999997,1425.0,3.0,Apartment
"Laxmi Sky City, Nava Naroda, Ahmedabad",1,109.0,109.0,4658.12,2340.0,4.0,Villa/Bungalow
"Laxmi Sky City, Sardar Patel Ring Road, Ahmedabad",1,85.0,85.0,6296.3,1350.0,3.0,Apartment
"Laxmi Villa 2, Nava Naroda, Ahmedabad",1,24.0,24.0,2996.25,801.0,1.0,Villa/Bungalow
"Laxmi Villa II, Nava Naroda, Ahmedabad",1,45.0,45.0,3546.1,1269.0,2.0,Villa/Bungalow
"Lilamani Rivervalley One, Hansol, Ahmedabad",1,300.0,300.0,6593.41,4550.0,4.0,Apartment
"Lionarc The August, Bhadaj, Ahmedabad",1,155.0,155.0,7175.93,2160.0,3.0,Apartment
"Luxuria 2, Sarkhej, Ahmedabad",1,55.0,55.0,6790.12,810.0,2.0,Apartment
"MOTHERLAND Magnate Lavish, Khodiyar, Ahmedabad",1,78.0,78.0,8863.64,880.0,3.0,Plot
"Maan 2, Ambawadi, Ahmedabad",1,145.0,145.0,9945.13,1458.0,3.0,Apartment
"Madhav Homes, Vastral, Ahmedabad",1,55.0,55.0,4365.08,1260.0,2.0,Apartment
"Madhav Oeuvre 2, Bodakdev, Ahmedabad",1,424.0,424.0,9597.1,4418.0,4.0,Apartment
"Madhav Orchid, Vastral, Ahmedabad",1,49.0,49.0,4286.96,1143.0,2.0,Apartment
"Madhav Vrund, Naroda, Ahmedabad",1,40.0,40.0,7246.38,552.0,2.0,Apartment
"Madhuram Flora 2, Chandkheda, Ahmedabad",1,42.0,42.0,3794.04,1107.0,2.0,Apartment
"Madhuram Sky, Nigam Nagar, Chandkheda, Ahmedabad",1,50.0,50.0,9259.26,540.0,2.0,Apartment
"Mahadev Anushthan Grace, Isanpur, Ahmedabad",1,44.0,44.0,3789.84,1161.0,2.0,Apartment
"Mahadev Platinum, Ghodasar, Ahmedabad",2,43.0,43.0,4319.1900000000005,995.0,2.0,Apartment
"Mahadev Shreenand City 6, Janta Nagar Chandkheda, Ahmedabad",1,25.0,25.0,3703.7,675.0,1.0,Apartment
"Mahadev Smit, Vatva, Ahmedabad",1,58.0,58.0,3905.72,1485.0,3.0,Apartment
"Mahaprabhu Harmony Harikesh, Science City, Ahmedabad",1,293.0,293.0,7624.25,3843.0,4.0,Apartment
"Maharaj Sarang Elegance, Sarkhej Gandhinagar Highway, Ahmedabad",1,85.0,85.0,9883.72,860.0,3.0,Apartment
"Mahavir Nagar Society, Ahmedabad",1,90.5,90.5,6284.72,1440.0,3.0,Apartment
"Mahavir Nagar Vejalpur, Ahmedabad",1,50.0,50.0,5555.56,900.0,2.0,Apartment
"Maher Homes 4, Shela, Ahmedabad",2,78.75,78.75,5487.8,1435.0,3.0,Apartment
"Maher Homes, Shela, Ahmedabad",3,65.0,70.0,6960.56,1075.0,2.0,Apartment
"Mahil Star Icon and Paradise, Hanspura, Naroda, Ahmedabad",1,95.0,95.0,4016.91,2365.0,3.0,Apartment
"Maitri Elevate, Koteshwar, Ahmedabad",1,182.0,182.0,5005.5,3636.0,4.0,Apartment
"Makarba, Ahmedabad",2,91.5,91.5,7610.405,1202.5,3.0,Apartment
"Malabar Retreat, Ahmedabad",1,65.0,65.0,6842.11,950.0,2.0,Apartment
"Management Enclave , Vastrapur, Ahmedabad",1,85.0,85.0,8585.86,990.0,2.0,Apartment
"Manekbag Society, Ahmedabad",1,155.0,155.0,7380.95,2100.0,3.0,Apartment
"MangalMurti Apartment, Maninagar, Ahmedabad",1,25.0,25.0,2295.68,1089.0,2.0,Apartment
"Mangalmurti Residency, Narolgam, Ahmedabad",1,35.0,35.0,5185.19,675.0,2.0,Apartment
"Mangleshwar Mahadev, Ahmedabad",1,39.0,39.0,4875.0,800.0,2.0,Apartment
"Maninagar East, Maninagar, Ahmedabad",7,40.0,46.92857142857143,4533.33,675.0,1.7142857142857142,Apartment
"Maninagar Road, Ahmedabad",1,200.0,200.0,9070.29,2205.0,8.0,Apartment
"Maninagar West, Ahmedabad",1,80.0,80.0,9661.84,828.0,3.0,Apartment
"Maninagar, Ahmedabad",16,69.0,74.40625,6659.37,944.5,2.375,Apartment
"Maningar East, Khokhra, Ahmedabad",2,53.75,53.75,7128.209999999999,755.0,2.0,Apartment
"Manipur, Ahmedabad",2,35.0,35.0,5172.3150000000005,672.5,1.5,Apartment
"Mansi Residency, Ghuma, Ahmedabad",1,53.5,53.5,4403.29,1215.0,2.0,Apartment
"Manthan 222, Vatva, Ahmedabad",1,21.5,21.5,4300.0,500.0,1.0,Apartment
"Maple County II, PRL Colony, Thaltej, Ahmedabad",1,149.0,149.0,9197.53,1620.0,3.0,Apartment
"Maple Greens Residency, Thaltej, Ahmedabad",1,170.0,170.0,8395.06,2025.0,3.0,Apartment
"Maruti 360, Bodakdev, Ahmedabad",2,665.0,665.0,9815.86,6700.0,4.5,Apartment
"Maruti Radhe Elegance, Hathijan, Ahmedabad",1,56.0,56.0,3636.36,1540.0,3.0,Apartment
"Maruti Residency, Vatva, Ahmedabad",1,15.5,15.5,3283.9,472.0,1.0,Apartment
"Maruti Sarthi Residency, Nava Naroda, Ahmedabad",1,55.0,55.0,4365.08,1260.0,2.0,Villa/Bungalow
"Maruti Shrishti, New G Ward, Ahmedabad",1,21.0,21.0,1666.67,1260.0,2.0,Apartment
"Maruti Skylights, Bopal, Ahmedabad",1,150.0,150.0,9803.92,1530.0,3.0,Apartment
"Matru Sanidhya, CTM, Amraiwadi, Ahmedabad",1,27.0,27.0,3488.37,774.0,1.0,Apartment
"Matru Sanidhya, New Maninagar, Ahmedabad",1,26.0,26.0,5038.76,516.0,1.0,Apartment
"Meghaninagar Ganesh Lotus, Vatva, Ahmedabad",1,18.0,18.0,2666.67,675.0,1.0,Apartment
"Meghaninagar, Ahmedabad",1,36.0,36.0,7200.0,500.0,1.0,Apartment
"Mehaan Rajyash Revirium, Vasna, Ahmedabad",1,85.0,85.0,9444.44,900.0,3.0,Apartment
"Memnagar, Ahmedabad",6,81.0,76.5,7279.73,1041.0,1.8333333333333333,Apartment
"Merlin Orion, Paldi, Ahmedabad",1,128.0,128.0,6513.99,1965.0,3.0,Apartment
"Merlin Sparsh, Ahmedabad",1,28.0,28.0,2356.9,1188.0,2.0,Apartment
"Milan Karnavati 4, Narolgam, Ahmedabad",1,55.0,55.0,3892.43,1413.0,3.0,Apartment
"Milan Karnavati 4, Vatva, Ahmedabad",3,45.0,42.0,3418.8,1260.0,2.6666666666666665,Apartment
"Milap Shree Sanidhya Flora, Shela, Ahmedabad",1,65.0,65.0,9558.82,680.0,2.0,Apartment
"Mithakhali, Navrangpura, Ahmedabad",1,100.0,100.0,5050.51,1980.0,3.0,Villa/Bungalow
"Motera CHS, Motera, Ahmedabad",1,82.0,82.0,7454.55,1100.0,3.0,Apartment
"Motera Koteshwar Road, Ahmedabad",1,105.0,105.0,7936.51,1323.0,3.0,Apartment
"Motera, Ahmedabad",13,85.0,98.53846153846153,6868.13,1200.0,2.769230769230769,Apartment
"Motherland Magnate Lifestyle, Vaishnodevi Circle, Ahmedabad",1,71.0,71.0,5916.67,1200.0,2.0,Plot
"Mount Alaya Heights, Chharodi, Ahmedabad",1,110.0,110.0,6332.76,1737.0,3.0,Apartment
"Mount Brook And Lake, Chharodi, Ahmedabad",1,96.8,96.8,5002.58,1935.0,3.0,Apartment
"Mount Brook And Lake, Tragad, Ahmedabad",1,125.0,125.0,7418.4,1685.0,3.0,Villa/Bungalow
"Mount Milano, South Bopal, Bopal, Ahmedabad",1,78.0,78.0,4444.44,1755.0,3.0,Apartment
"Muni Keshavpriya Homes, Nikol, Ahmedabad",1,29.5,29.5,6184.49,477.0,1.0,Apartment
"Muni Naroda Icon, Naroda, Ahmedabad",1,56.0,56.0,2393.16,2340.0,3.0,Apartment
"Muni Naroda Icon, New Naroda, Ahmedabad",1,35.0,35.0,3582.4,977.0,2.0,Apartment
"Murlidhar Heights, Naroda, Ahmedabad",2,45.95,45.95,5152.495,938.0,3.0,Apartment
"Myco Ahmed Residency, TP 85, Ahmedabad",1,60.0,60.0,6315.79,950.0,2.0,Apartment
"NCR Gokuldham Lifestyle, Sardar Patel Ring Road, Ahmedabad",1,95.0,95.0,9064.89,1048.0,3.0,Apartment
"Nana Chiloda, Ahmedabad",5,42.0,45.6,3448.28,1170.0,2.2,Apartment
"Nandanvan Apartment, Ahmedabad Cantonment, Ahmedabad",1,71.0,71.0,4437.5,1600.0,3.0,Apartment
"Naranpura, Ahmedabad",13,90.0,102.0,7500.0,1170.0,3.3076923076923075,Apartment
"Narayan Crystal, Vatva, Ahmedabad",1,17.6,17.6,2607.41,675.0,1.0,Apartment
"Narayan Krupal 1, Keshav Nagar, Ahmedabad",1,42.0,42.0,6666.67,630.0,1.0,Apartment
"Narayan Krupal Heritage, Prahlad Nagar, Ahmedabad",1,55.0,55.0,4020.47,1368.0,2.0,Villa/Bungalow
"Narayan Nagar, Ahmedabad",1,60.0,60.0,9090.91,660.0,2.0,Apartment
"Narayan Residency, Nikol, Ahmedabad",1,31.0,31.0,4305.56,720.0,1.0,Apartment
"Narayankrupa Krupal Bachpan, Shela, Ahmedabad",4,44.75,44.225,3824.785,1170.0,2.0,Apartment
"Naroda Road, Ahmedabad",2,63.0,63.0,6404.764999999999,975.0,3.0,Apartment
"Naroda, Ahmedabad",10,49.5,66.2,4566.485000000001,1025.0,2.7,Apartment
"Narol Road, Ahmedabad",1,28.0,28.0,3080.31,909.0,2.0,Apartment
"Narolgam, Ahmedabad",11,25.0,28.845454545454547,3439.15,756.0,1.8181818181818181,Apartment
"Nathalal Colony, Navrangpura, Ahmedabad",3,150.0,115.0,6289.31,2385.0,2.3333333333333335,Apartment
"Nava Naroda Road, Ahmedabad",1,47.0,47.0,4926.62,954.0,2.0,Apartment
"Nava Naroda, Ahmedabad",7,49.5,44.07142857142857,4845.22,868.0,2.142857142857143,Villa/Bungalow
"Nava Vadaj, Ahmedabad",2,65.0,65.0,5638.885,1218.0,2.5,Plot
"Navarangpura, Ahmedabad",2,127.5,127.5,7661.555,1652.5,3.0,Apartment
"Navkar Enterprise Kalasagar Heights, New Ranip, Ahmedabad",1,65.0,65.0,5349.79,1215.0,2.0,Apartment
"Navkar Kala Dham, Chandkheda, Ahmedabad",1,51.0,51.0,4802.26,1062.0,2.0,Apartment
"Navrangpura, Ahmedabad",11,160.0,159.72727272727272,8888.89,1550.0,3.3636363636363638,Apartment
"Nebula Aavaas, Changodar, Ahmedabad",5,18.0,17.8,2735.56,648.0,1.0,Apartment
"Neel Shree Hari Dreamland, Tragad, Ahmedabad",1,68.0,68.0,4317.46,1575.0,3.0,Plot
"Neelkanth Heights, Hanspura, Naroda, Ahmedabad",1,26.0,26.0,2427.64,1071.0,2.0,Apartment
"Neelkanth Pushkar Residency, Nava Naroda, Ahmedabad",1,45.0,45.0,3676.47,1224.0,2.0,Villa/Bungalow
"Neelkanth Riverview, Shahibag, Ahmedabad",2,162.5,162.5,9687.5,1675.0,3.0,Apartment
"Nehru Nagar Ambawadi, Ahmedabad",2,80.0,80.0,7480.895,1062.5,3.0,Apartment
"New CG Road, Ahmedabad",5,105.0,90.8,5152.98,1440.0,3.0,Apartment
"New Maninagar, Ahmedabad",7,40.0,39.0,5172.41,724.0,2.142857142857143,Apartment
"New Naroda, Ahmedabad",3,75.0,59.333333333333336,4687.5,1600.0,2.6666666666666665,Apartment
"New Ranip, Ahmedabad",6,52.0,51.76666666666667,6706.65,781.0,2.0,Apartment
"New Vatva Road, Ahmedabad",1,30.0,30.0,3030.3,990.0,2.0,Apartment
"Nigam Nagar, Chandkheda, Ahmedabad",3,60.0,56.333333333333336,4513.89,1242.0,2.3333333333333335,Apartment
"Nikol Naroda Road, Ahmedabad",1,51.0,51.0,5930.23,860.0,2.0,Apartment
"Nikol Road, Ahmedabad",2,52.5,52.5,3300.0,1675.0,2.5,Apartment
"Nikol, Ahmedabad",21,55.0,64.45238095238095,5500.0,1080.0,2.4285714285714284,Apartment
"Nila Anaahata, Makarba, Ahmedabad",1,69.5,69.5,7239.58,960.0,2.0,Apartment
"Nila Anant Sky, Ranip, Ahmedabad",1,32.0,32.0,8913.65,359.0,1.0,Apartment
"Nilkanth Pearl Elegance, Nava Naroda, Ahmedabad",1,45.0,45.0,4310.34,1044.0,2.0,Villa/Bungalow
"Nilkanth Shyam Enclave, Nava Naroda, Ahmedabad",1,58.5,58.5,3900.0,1500.0,2.0,Villa/Bungalow
"Nirmal Kala, Motera, Ahmedabad",1,67.0,67.0,8781.13,763.0,2.0,Villa/Bungalow
"Nirmal Shanthi Tower, Bodakdev, Ahmedabad",1,95.0,95.0,7692.31,1235.0,2.0,Apartment
"Nirnay Nagar, Ahmedabad",2,78.0,78.0,7847.695,1002.5,3.0,Apartment
"Nishan Royal, New Ranip, Ahmedabad",1,55.0,55.0,4214.56,1305.0,2.0,Apartment
"Nishant Rosewood Estate, Satellite, Ahmedabad",1,140.0,140.0,8408.41,1665.0,3.0,Apartment
"Nitya Palash Prime, Chandkheda, Ahmedabad",1,86.0,86.0,5375.0,1600.0,3.0,Apartment
"Nitya Palash Prime, Zundal, Ahmedabad",1,86.0,86.0,9662.92,890.0,3.0,Apartment
"Nityam Luxuria, Sola, Ahmedabad",1,155.0,155.0,5636.36,2750.0,4.0,Apartment
"North One, Ambli, Ahmedabad",5,427.0,403.6,7237.29,5825.0,4.2,Apartment
"Ognaj, Ahmedabad",1,56.0,56.0,7466.67,750.0,2.0,Apartment
"Old Wadaj, Ahmedabad",1,55.0,55.0,5092.59,1080.0,3.0,Apartment
"Om Aryaman Urbanville, Bhaikakanagar, Ahmedabad",1,110.0,110.0,4888.89,2250.0,3.0,Apartment
"Om Shanti Gold Plus, Vatva, Ahmedabad",1,40.0,40.0,4993.76,801.0,3.0,Apartment
"Om The Green Parmeshwar, Jagatpur, Ahmedabad",1,96.0,96.0,9142.86,1050.0,3.0,Plot
"Omkar Heights, Vastral, Ahmedabad",1,37.0,37.0,3878.41,954.0,2.0,Apartment
"Omshanti Raj Niwas, Vatva, Ahmedabad",1,14.0,14.0,2160.49,648.0,1.0,Apartment
"Ora Bella, Thaltej, Ahmedabad",1,90.0,90.0,6944.44,1296.0,2.0,Apartment
"Orange Paarijat Vishwas, New Vatva Road, Ahmedabad",1,27.0,27.0,2912.62,927.0,2.0,Apartment
"Orange Paarijat Vishwas, Vatva, Ahmedabad",1,31.0,31.0,5381.94,576.0,3.0,Apartment
"Orchard Godrej Garden City, Godrej Garden City Road, Ahmedabad",1,125.0,125.0,10584.25,1181.0,3.0,Apartment
"Orchard Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",2,77.5,77.5,6141.045,1262.0,2.0,Apartment
"Orchid Finsbury, Bopal, Ahmedabad",1,79.6,79.6,8180.88,973.0,3.0,Apartment
"Orchid Green Field, Sardar Patel Ring Road, Ahmedabad",1,52.0,52.0,4561.4,1140.0,2.0,Apartment
"Orchid Greenfields, South Bopal, Bopal, Ahmedabad",2,81.5,81.5,4768.87,1709.0,3.0,Apartment
"Orchid Mayfair, Prahlad Nagar, Ahmedabad",1,190.0,190.0,7600.0,2500.0,4.0,Apartment
"Orchid Valley, Bhavya Park, Ahmedabad",1,51.0,51.0,4533.33,1125.0,2.0,Apartment
"Orchid Valley, Shela, Ahmedabad",2,57.0,57.0,5700.344999999999,1060.0,3.0,Apartment
"Orchid, Nikol, Ahmedabad",1,31.0,31.0,4000.0,775.0,1.0,Apartment
"Ozone City, Naroda, Ahmedabad",1,45.0,45.0,2873.56,1566.0,3.0,Apartment
"Ozone Glitter, Naroda, Ahmedabad",1,22.0,22.0,4661.02,472.0,1.0,Apartment
"PIV Ayaan, Ambli, Ahmedabad",1,297.0,297.0,9195.05,3230.0,4.0,Apartment
"PS Madhuram Glory, Chandkheda, Ahmedabad",1,38.0,38.0,4639.8,819.0,1.0,Apartment
"Pacifica Green Acres, Prahlad Nagar, Ahmedabad",1,161.0,161.0,8702.7,1850.0,3.0,Apartment
"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",7,60.0,64.95714285714286,8923.08,787.0,2.4285714285714284,Apartment
"Pacifica Reflections, Vaishnodevi Circle, Ahmedabad",4,87.0,88.5,5755.215,1375.0,2.5,Apartment
"Palash Residences, Bopal, Ahmedabad",1,89.0,89.0,5921.49,1503.0,3.0,Apartment
"Paldi Road, Ahmedabad",1,77.0,77.0,7439.61,1035.0,2.0,Apartment
"Paldi, Ahmedabad",17,85.0,100.12941176470588,7000.0,1350.0,2.764705882352941,Apartment
"Palladian Greens, Aarohi Club Road, Ahmedabad",1,53.0,53.0,4427.74,1197.0,2.0,Apartment
"Palm Glory III, Chandkheda, Ahmedabad",5,70.0,79.0,3850.39,1836.0,3.0,Apartment
"Panacea Residency, Naroda, Ahmedabad",1,41.0,41.0,4338.62,945.0,2.0,Apartment
"Panch Shlok Residency, Chandkheda, Ahmedabad",1,35.0,35.0,4521.96,774.0,1.0,Apartment
"PanchRatna Flora, Vinzol, Ahmedabad",1,36.0,36.0,2962.96,1215.0,2.0,Apartment
"Panchtirth Plaza, Jodhpur Village, Jodhpur, Ahmedabad",1,185.0,185.0,7400.0,2500.0,3.0,Villa/Bungalow
"Pandav Sunway Residancy, Nikol, Ahmedabad",1,63.0,63.0,3664.92,1719.0,3.0,Apartment
"Panjara Pol, Ambawadi, Ahmedabad",1,265.0,265.0,8833.33,3000.0,4.0,Apartment
"Param Abode, Ambawadi, Ahmedabad",1,171.0,171.0,2630.77,6500.0,3.0,Apartment
"Paramearth Param Nest, Daskroi, Ahmedabad",1,75.0,75.0,5274.26,1422.0,2.0,Apartment
"Paramearth Param Nest, Shilaj, Ahmedabad",1,75.0,75.0,5274.26,1422.0,2.0,Apartment
"Parishkaar II, Maninagar, Ahmedabad",1,28.0,28.0,4713.8,594.0,1.0,Apartment
"Parishkaar, Khokhra, Ahmedabad",8,69.5,69.375,5842.254999999999,1078.0,2.625,Apartment
"Parshwa Luxuria, Ambli, Ahmedabad",1,288.0,288.0,7480.52,3850.0,4.0,Apartment
"Parshwanath Atlantis Park, Parshwanath Atlantis Park, Ahmedabad",1,39.5,39.5,5163.4,765.0,2.0,Apartment
"Parshwanath Atlantis Park, Sughad, Ahmedabad",2,43.25,43.25,4497.265,985.5,2.0,Apartment
"Parshwanath Metro City, Ahmedabad",1,70.0,70.0,4444.44,1575.0,2.0,Apartment
"Parshwanath Metro City, Nigam Nagar, Chandkheda, Ahmedabad",1,100.0,100.0,4535.15,2205.0,3.0,Apartment
"Parshwanath Metrocity Phase4, Nigam Nagar, Chandkheda, Ahmedabad",1,70.0,70.0,5600.0,1250.0,2.0,Plot
"Parshwanath Royal Residency, Kalol, Ahmedabad",1,36.0,36.0,2962.96,1215.0,2.0,Apartment
"Parth Indraprasth Tower, Drive In Road, Ahmedabad",1,75.0,75.0,6666.67,1125.0,3.0,Apartment
"Parth Parmeshwar 8, Chandkheda, Ahmedabad",1,65.0,65.0,6770.83,960.0,2.0,Villa/Bungalow
"Parvatinandan Park Society, Sarkhej Gandhinagar Highway, Ahmedabad",1,19.0,19.0,3015.87,630.0,1.0,Apartment
"Path Kesar Vatika, Nana Chiloda, Ahmedabad",1,47.5,47.5,5277.78,900.0,2.0,Apartment
"Pathey Society, Shahibag, Ahmedabad",1,50.5,50.5,8632.48,585.0,1.0,Plot
"Pearl The Grand Eastern, Nikol, Ahmedabad",1,260.0,260.0,5577.01,4662.0,4.0,Apartment
"Pebble Bay Phase 2, Chandkheda, Ahmedabad",2,115.0,115.0,5729.455,2007.0,3.0,Apartment
"Pebble Bay, Chandkheda, Ahmedabad",1,110.0,110.0,5092.59,2160.0,3.0,Villa/Bungalow
"Phase 2 Vatva, Ahmedabad",1,35.0,35.0,5700.33,614.0,2.0,Apartment
"Pinecrest Godrej Garden City, Jagatpur, Ahmedabad",1,130.0,130.0,5625.27,2311.0,4.0,Apartment
"Platinum Elegance, Vinzol, Ahmedabad",2,28.5,28.5,3527.685,828.0,1.5,Apartment
"Polaris Anand, Nikol, Ahmedabad",1,17.0,17.0,2623.46,648.0,1.0,Apartment
"Polaris Celestia, Koteshwar, Ahmedabad",2,147.5,147.5,8733.11,1780.0,3.0,Apartment
"Pooja Apartment, Maninagar, Ahmedabad",1,18.0,18.0,4500.0,400.0,1.0,Apartment
"Pragatinagar, Nirnay Nagar, Ahmedabad",1,65.0,65.0,4814.81,1350.0,2.0,Apartment
"Prahlad Nagar, Ahmedabad",5,93.0,97.0,9700.18,1134.0,2.6,Apartment
"Prakalp Binori Aarna, Ambli, Ahmedabad",1,90.0,90.0,5142.86,1750.0,3.0,Apartment
"Prakalp Binori Aarna, Shilaj Ambli, Ahmedabad",1,96.0,96.0,9968.85,963.0,3.0,Apartment
"Prakash Nagar, Ghodasar, Ahmedabad",1,33.0,33.0,5076.92,650.0,1.0,Apartment
"Prakruti Residency, Vastral, Ahmedabad",1,35.5,35.5,2938.74,1208.0,2.0,Apartment
"Pramukh Park, Naranpura, Ahmedabad",1,65.0,65.0,6448.41,1008.0,2.0,Apartment
"Prashanti Nilayam Om Avenue, Sanand, Ahmedabad",1,32.0,32.0,3555.56,900.0,2.0,Apartment
"Pratham Vatika, South Bopal, Bopal, Ahmedabad",1,64.6,64.6,7060.11,915.0,3.0,Plot
"Prathna Exotica, Nikol, Ahmedabad",2,61.0,61.0,4176.59,1470.0,2.5,Apartment
"Prathna Lavish, Gota, Ahmedabad",1,37.0,37.0,5270.66,702.0,1.0,Apartment
"Prathna Parisar, Naroda, Ahmedabad",1,45.0,45.0,3521.13,1278.0,2.0,Apartment
"Prathna Pearl, Gota, Ahmedabad",1,54.0,54.0,7803.47,692.0,2.0,Apartment
"Pravinnagar, Ahmedabad",1,42.0,42.0,5555.56,756.0,1.0,Apartment
"Prayag Residency, Bodakdev, Ahmedabad",1,300.0,300.0,12987.01,2310.0,4.0,Apartment
"Premjyot Tower, Gurukul, Ahmedabad",1,50.0,50.0,5882.35,850.0,2.0,Apartment
"Prerana Happy Heights South Bopal, Ghuma, Ahmedabad",2,48.5,48.5,5244.775,967.0,2.0,Apartment
"Prerna Aagam, Prahlad Nagar, Ahmedabad",1,115.0,115.0,7986.11,1440.0,3.0,Apartment
"Prerna Raj Vijay Tirth, Sanand, Ahmedabad",1,32.0,32.0,3232.32,990.0,2.0,Apartment
"Prerna Shikhar Appartments, Bodakdev, Ahmedabad",1,195.0,195.0,9420.29,2070.0,3.0,Villa/Bungalow
"Prerna Viraj I, Satellite, Ahmedabad",1,57.0,57.0,5277.78,1080.0,3.0,Apartment
"Prerna Viraj I, Shivranjani, Ahmedabad",1,72.0,72.0,6666.67,1080.0,3.0,Apartment
"Prestige Tower, Bodakdev, Ahmedabad",1,165.0,165.0,8250.0,2000.0,3.0,Apartment
"Pritam Nagar Paldi, Ahmedabad",1,125.0,125.0,8169.93,1530.0,3.0,Apartment
"Propus Clara, Vastral, Ahmedabad",1,136.0,136.0,3667.75,3708.0,4.0,Apartment
"Pruthvi Tower, Jodhpur Village, Jodhpur, Ahmedabad",1,110.0,110.0,10251.63,1073.0,3.0,Villa/Bungalow
"Punit Maharaj Road, Ahmedabad",1,105.0,105.0,11111.11,945.0,3.0,Apartment
"Punitnagar Ghodasar, Ahmedabad",1,18.0,18.0,4000.0,450.0,1.0,Apartment
"Pushkar Green, Isanpur, Ahmedabad",1,48.0,48.0,7559.06,635.0,2.0,Apartment
"Pushpak Platinum, Ambli, Ahmedabad",1,400.0,400.0,11305.82,3538.0,5.0,Villa/Bungalow
"Pushpkunj, Maninagar, Ahmedabad",2,58.0,58.0,6897.71,857.0,2.0,Apartment
"Pushpraj Apartment, Jashoda Nagar, Ahmedabad",1,45.0,45.0,4500.0,1000.0,2.0,Apartment
"R Sharan Sanidhya Skyros, Gota, Ahmedabad",1,95.0,95.0,5441.01,1746.0,3.0,Apartment
"RP Suvarnam Heights, Mevavala Nagar, Ahmedabad",1,34.0,34.0,4607.05,738.0,1.0,Apartment
