Locality,Supply,Median_Price,Mean_Price,Price_Per_SqFt,Median_Area,Avg_BHK,Dominant_Type
"Shayona Sarvopari, Ghatlodiya, Ahmedabad",1,144.0,144.0,12521.74,1150.0,4.0,Apartment
"Sheetal Gharana, Ambli, Ahmedabad",1,577.0,577.0,9592.68,6015.0,5.0,Apartment
"Sheetal Westpark Residency, Vastrapur Gam, Ahmedabad",1,135.0,135.0,12272.73,1100.0,3.0,Apartment
"Sheetal Westpark Residency, Vastrapur, Ahmedabad",1,210.0,210.0,11140.58,1885.0,3.0,Apartment
"Shela, Ahmedabad",26,73.0,88.8076923076923,7304.780000000001,1054.5,2.730769230769231,Apartment
"Sheladia Eris, Shela, Ahmedabad",4,67.25,65.375,4569.84,1327.5,2.75,Apartment
"Sheladia Luxuria, Shela, Ahmedabad",1,90.0,90.0,5047.67,1783.0,3.0,Apartment
"Sheladia Panchgini Appartment, Premchand Nagar Society, Satellite, Ahmedabad",1,180.0,180.0,13333.33,1350.0,3.0,Apartment
"Sheladia Sarva, Shela, Ahmedabad",1,70.0,70.0,8750.0,800.0,3.0,Apartment
"Sheth Serenita, Ellisbridge, Ahmedabad",1,205.0,205.0,10512.82,1950.0,4.0,Apartment
"Shikhar Elegance, Nana Chiloda, Ahmedabad",1,91.0,91.0,6500.0,1400.0,3.0,Apartment
"Shikhar Shantim, Bopal, Ahmedabad",2,71.0,71.0,7818.93,972.0,2.0,Apartment
"Shilaj Ambli, Ahmedabad",2,97.0,97.0,8250.64,1184.0,3.0,Apartment
"Shilaj, Ahmedabad",5,85.0,96.9,8585.86,990.0,2.6,Apartment
"Shilalekh Apartments, Shahibag, Ahmedabad",3,84.0,101.16666666666667,8115.94,1215.0,2.3333333333333335,Apartment
"Shilp Ananta, Shela, Ahmedabad",4,47.5,47.975,5347.0599999999995,942.5,2.0,Apartment
"Shilp Celestial, Vaishnodevi Circle, Ahmedabad",1,116.0,116.0,5065.5,2290.0,3.0,Apartment
"Shilp Residency, Gota, Ahmedabad",8,142.5,155.125,6599.74,2205.0,3.125,Apartment
"Shilp Revanta, Shela, Ahmedabad",7,72.0,72.55714285714285,4966.89,1510.0,3.0,Apartment
"Shilp Serene, Shilaj, Ahmedabad",3,104.0,101.33333333333333,9834.37,968.0,3.0,Apartment
"Shilp Shaligram, Vastrapur Gam, Ahmedabad",1,245.0,245.0,10986.55,2230.0,3.0,Apartment
"Shilp Skyline, Shantigram, Ahmedabad",1,223.0,223.0,6688.66,3334.0,4.0,Apartment
"Shilp White Elegance and White Business Hub, New Naroda, Ahmedabad",1,60.0,60.0,3603.6,1665.0,3.0,Apartment
"Shitvan Apartment, Balvatika, Ahmedabad",1,65.0,65.0,4980.84,1305.0,3.0,Apartment
"Shiv Ganesh Residency, Nikol, Ahmedabad",2,23.0,23.0,3054.5,753.0,1.0,Apartment
"Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",1,52.5,52.5,4101.56,1280.0,2.0,Plot
"Shiv Sadhna Skywalk Manglaam, Chandkheda, Ahmedabad",4,91.0,87.5,7338.3,1052.5,3.0,Apartment
"Shiv Ugati City, Ahmedabad",1,18.0,18.0,5142.86,350.0,1.0,Apartment
"Shivalay Sky Elegante, Motera, Ahmedabad",1,75.0,75.0,6000.0,1250.0,3.0,Apartment
"Shivalik Edge, Ambli, Ahmedabad",1,250.0,250.0,11627.91,2150.0,4.0,Apartment
"Shivalik Green View, Shantigram, Ahmedabad",1,170.0,170.0,7280.51,2335.0,3.0,Apartment
"Shivalik Legacy, Bodakdev, Ahmedabad",1,500.0,500.0,11363.64,4400.0,4.0,Apartment
"Shivalik Sharda Harmony, Ambawadi, Ahmedabad",1,185.0,185.0,8838.99,2093.0,3.0,Apartment
"Shivalik Sharda Park View 2, Shela, Ahmedabad",1,150.0,150.0,8310.25,1805.0,4.0,Apartment
"Shivalik Sharda Parkview, Shela, Ahmedabad",1,70.0,70.0,4861.11,1440.0,3.0,Apartment
"Shivam Appartment, Ahmedabad",1,50.0,50.0,6944.44,720.0,2.0,Apartment
"Shivam Hariom Elegance, Vastral, Ahmedabad",1,25.0,25.0,3360.22,744.0,1.0,Apartment
"Shivam Rajvi Opal, AEC Char Rasta, Ahmedabad",1,135.0,135.0,10765.55,1254.0,3.0,Apartment
"Shivam Rajvi Opal, Naranpura, Ahmedabad",1,167.0,167.0,11565.1,1444.0,4.0,Apartment
"Shivam Residency, Sola, Ahmedabad",1,72.0,72.0,5333.33,1350.0,2.0,Apartment
"Shivam Sanidhya, Ramol, Amraiwadi, Ahmedabad",1,40.0,40.0,4040.4,990.0,2.0,Apartment
"Shivam Tenaments, Nikol, Ahmedabad",1,52.0,52.0,5652.17,920.0,2.0,Apartment
"Shivani Apartments, Nehru Nagar Ambawadi, Ahmedabad",1,52.0,52.0,11555.56,450.0,1.0,Apartment
"Shivansh Avani Dimora, Chandkheda, Ahmedabad",1,80.0,80.0,5167.96,1548.0,3.0,Apartment
"Shivanta Rigel, Tragad, Ahmedabad",2,81.0,81.0,6468.41,1361.5,3.0,Apartment
"Shobhna Apartment, Vastrapur, Ahmedabad",1,54.0,54.0,8000.0,675.0,2.0,Apartment
"Shraddha Pioneer, Hathijan, Ahmedabad",1,14.5,14.5,2449.32,592.0,1.0,Apartment
"Shree Akshat Aangan, Sola, Ahmedabad",1,120.0,120.0,8658.01,1386.0,3.0,Apartment
"Shree Balaji Wind Park, Vaishnodevi Circle, Ahmedabad",1,230.0,230.0,7796.61,2950.0,4.0,Apartment
"Shree Hari Residency, Narolgam, Ahmedabad",3,90.0,68.5,7692.31,1150.0,2.6666666666666665,Apartment
"Shree HariKrishna Residency, Vatva, Ahmedabad",1,25.0,25.0,2587.99,966.0,2.0,Apartment
"Shree Khodiyar Pooja Avenue, Aslali, Ahmedabad",2,14.75,14.75,2847.685,543.5,1.0,Apartment
"Shree Nand Heights, New Maninagar, Ahmedabad",1,35.0,35.0,5255.26,666.0,2.0,Apartment
"Shree Narayan Exotica, Memnagar, Ahmedabad",3,90.0,89.33333333333333,6196.58,1404.0,2.0,Apartment
"Shree Prime Hill, Hanspura, Naroda, Ahmedabad",1,62.0,62.0,3723.72,1665.0,3.0,Apartment
"Shree Radha Jaldeep Vertex, Panchavati Society, Ahmedabad",1,221.0,221.0,8377.56,2638.0,3.0,Apartment
"Shree Radhe Heights, Vinzol, Ahmedabad",1,51.0,51.0,2575.76,1980.0,3.0,Apartment
"Shree Radhe Krishna Status, Vastral, Ahmedabad",2,64.0,64.0,5198.88,1290.0,3.0,Apartment
"Shree Ram Vandan, Naroda, Ahmedabad",1,25.0,25.0,5434.78,460.0,1.0,Apartment
"Shree Rang Nagar, Gandhinagar Rd, Ahmedabad",1,60.0,60.0,3853.56,1557.0,3.0,Apartment
"Shree Rudransh Siddhivinayak Prospera, Ahmedabad",1,75.0,75.0,5555.56,1350.0,3.0,Apartment
"Shree Sadan 17, Vasna, Ahmedabad",1,51.8,51.8,4259.87,1216.0,2.0,Villa/Bungalow
"Shree Sahjanand Residency, Daskroi, Ahmedabad",1,40.0,40.0,4678.36,855.0,2.0,Apartment
"Shree Sakat Valley, Chandkheda, Ahmedabad",1,50.0,50.0,4115.23,1215.0,2.0,Apartment
"Shree Sarju Greens, Chandkheda, Ahmedabad",5,66.5,65.4,7142.86,900.0,2.2,Apartment
"Shree Sharan, Chandkheda, Ahmedabad",2,60.0,60.0,6530.21,940.5,2.0,Apartment
"Shree Sharanam Group Shree Sharanam Bopal, Sterling City, Bopal, Ahmedabad",1,62.0,62.0,6843.27,906.0,2.0,Apartment
"Shree Shyam Hills, New Ranip, Ahmedabad",1,60.0,60.0,4566.21,1314.0,2.0,Apartment
"Shree Varahi Suhas Auram, Suvas Tenament, Ahmedabad",1,43.0,43.0,3539.09,1215.0,2.0,Apartment
"Shreedhar Star, Daskroi, Ahmedabad",1,112.0,112.0,10666.67,1050.0,3.0,Apartment
"Shreehari Shreedhar Greens, Vastral, Ahmedabad",1,48.5,48.5,8083.33,600.0,2.0,Apartment
"Shreeji Heights, Maninagar, Ahmedabad",1,55.0,55.0,7586.21,725.0,3.0,Apartment
"Shreeji Shreedhar Heaven, Vastral Road, Ahmedabad",1,79.0,79.0,4179.89,1890.0,3.0,Apartment
"Shreeji Sky, Lambha, Ahmedabad",1,42.5,42.5,6132.76,693.0,2.0,Apartment
"Shreena Sharanam Sky Block A1 B1, Krish Avenue, Ahmedabad",1,42.0,42.0,3988.6,1053.0,2.0,Apartment
"Shreenath Classic, Nana Chiloda, Ahmedabad",2,120.0,120.0,7500.0,1600.0,4.0,Apartment
"Shreenath Heights, Narolgam, Ahmedabad",1,70.0,70.0,6363.64,1100.0,3.0,Apartment
"Shreenathji Sona Siddhi, Vatva, Ahmedabad",1,21.0,21.0,2745.1,765.0,1.0,Apartment
"Shreyas Tekr, Ahmedabad",1,84.0,84.0,7777.78,1080.0,2.0,Apartment
"Shri Sai Status Tagore Residency, Paldi, Ahmedabad",1,160.0,160.0,8465.61,1890.0,3.0,Apartment
"Shridhar Anantara Abode, Hebatpur, Ahmedabad",1,230.0,230.0,7187.5,3200.0,4.0,Apartment
"Shrimay Opulence, Shela, Ahmedabad",2,83.0,83.0,7115.705,1307.5,3.0,Apartment
"Shrinand Flora, Nana Chiloda, Ahmedabad",2,46.5,46.5,4314.8150000000005,1125.0,2.0,Apartment
"Shrinandcity 9, New Maninagar, Ahmedabad",2,39.0,39.0,5004.83,855.0,2.0,Apartment
"Shrinandnagar II, Vejalpur, Jivraj park, Ahmedabad",1,32.0,32.0,4804.8,666.0,2.0,Apartment
"Shrinivas Luxuria 2, Bhadaj, Ahmedabad",1,126.0,126.0,5478.26,2300.0,3.0,Apartment
"Shripad Heritage, Vastral, Ahmedabad",1,59.0,59.0,9133.13,646.0,3.0,Apartment
"Shripad Residency, Gota, Ahmedabad",1,70.0,70.0,6222.22,1125.0,2.0,Apartment
"Shubh Aashish, Paldi, Ahmedabad",1,150.0,150.0,6818.18,2200.0,3.0,Apartment
"Shubh Suramya Gold, Eklingji Road, Ahmedabad",1,65.0,65.0,5909.09,1100.0,2.0,Apartment
"Shubham Elite, Sanand, Ahmedabad",1,85.0,85.0,4722.22,1800.0,3.0,Apartment
"Shubham Flora, Krishna Nagar Saijpur Bogha, Ahmedabad",1,85.0,85.0,7083.33,1200.0,3.0,Apartment
"Shubhmilan Radhe Hills, Hathijan, Ahmedabad",2,41.0,41.0,3525.605,1164.0,2.0,Apartment
"Shukan Lotus , Gota, Ahmedabad",1,57.0,57.0,4691.36,1215.0,2.0,Apartment
"Shukan Orchid, Chandkheda, Ahmedabad",1,118.0,118.0,5579.2,2115.0,3.0,Apartment
"Shukan Ornate, Hansol, Ahmedabad",1,53.0,53.0,5300.0,1000.0,2.0,Apartment
"Shukan Platinum, Gota, Ahmedabad",1,65.0,65.0,6280.19,1035.0,2.0,Apartment
"Shukan Residency, Chandlodiya, Ahmedabad",3,80.0,75.66666666666667,5714.29,1289.0,2.6666666666666665,Plot
"Shukan River View, Sardarnagar, Ahmedabad",1,72.0,72.0,5714.29,1260.0,2.0,Apartment
"Shukan Smile City, Ahmedabad",1,56.5,56.5,4829.06,1170.0,2.0,Apartment
"Shukan Smile City, New Ranip, Ahmedabad",1,57.0,57.0,4367.82,1305.0,2.0,Apartment
"Shukan Smile City, Shukan Smile City, Ahmedabad",1,61.0,61.0,5781.99,1055.0,2.0,Apartment
"Shukan Status, Chandlodiya, Ahmedabad",1,75.0,75.0,4373.18,1715.0,3.0,Plot
"Shyam Corner , CTM, Amraiwadi, Ahmedabad",1,40.0,40.0,3703.7,1080.0,2.0,Apartment
"Shyam Kutir 2, Hanspura, Naroda, Ahmedabad",2,46.0,46.0,5549.805,895.5,2.5,Apartment
"Shyam Kutir, Naroda, Ahmedabad",1,56.0,56.0,3888.89,1440.0,3.0,Apartment
"Shyam Kutir, Swaminarayan Park Nava Naroda, Ahmedabad",1,67.0,67.0,8850.73,757.0,3.0,Apartment
"Shyam Shayona Shivali, Akhbar Nagar, Nava Vadaj, Ahmedabad",1,152.0,152.0,7600.0,2000.0,3.0,Apartment
"Shyam Shivalay Residency, Behrampura, Ahmedabad",1,52.0,52.0,5252.53,990.0,2.0,Apartment
"Shyam Shree Radhe Krishna Royal, Hanspura, Naroda, Ahmedabad",1,45.0,45.0,7401.32,608.0,2.0,Apartment
"Shyam Shree Radhe Krishna Royal, Nava Naroda, Ahmedabad",1,45.0,45.0,5632.04,799.0,2.0,Villa/Bungalow
"Shyam Villa Greens, Nikol, Ahmedabad",1,35.0,35.0,2797.76,1251.0,2.0,Villa/Bungalow
"Shyam Zircon Amora, Motera, Ahmedabad",3,77.9,78.66666666666667,7300.0,1100.0,3.0,Apartment
"Shyam sundar Residency, Nandej, Ahmedabad",1,29.0,29.0,2929.29,990.0,2.0,Apartment
"Shyamal Cross Road, Ahmedabad",2,122.5,122.5,7804.975,1486.0,3.0,Apartment
"Shyamal, Ahmedabad",2,109.0,109.0,8768.439999999999,1300.0,2.5,Apartment
"Shyaswa Sarovar, Shilaj, Ahmedabad",1,550.0,550.0,8661.42,6350.0,4.0,Apartment
"Shypram Parisar, Ognaj, Ahmedabad",1,80.0,80.0,4753.42,1683.0,3.0,Apartment
"Shypram, South Bopal, Bopal, Ahmedabad",3,51.0,51.666666666666664,3434.34,1485.0,3.0,Apartment
"Siddharth Shine, Jagatpur, Ahmedabad",1,50.3,50.3,7871.67,639.0,2.0,Apartment
"Siddharth Vrundavan, Jagatpur, Ahmedabad",1,212.0,212.0,8483.39,2499.0,4.0,Apartment
"Siddhi Aarohi Elysium, South Bopal, Bopal, Ahmedabad",2,71.0,71.0,6516.825000000001,1126.5,2.5,Apartment
"Siddhi Aarohi Villa, Ahmedabad",1,50.0,50.0,9293.68,538.0,2.0,Villa/Bungalow
"Siddhi Elegant, Lambha, Ahmedabad",1,60.0,60.0,3592.81,1670.0,3.0,Apartment
"Siddhi Ganesh Parisar, Jagatpur, Ahmedabad",2,61.0,61.0,5195.085,1174.5,2.0,Apartment
"Siddhi Vinayak Avenue, Vatva, Ahmedabad",1,16.0,16.0,2370.37,675.0,1.0,Apartment
"Siddhi Vinayak Omkar Lotus, Chandkheda, Ahmedabad",1,120.0,120.0,5925.93,2025.0,3.0,Apartment
"Siddhipriya Imperial, Ghuma, Ahmedabad",2,78.5,78.5,4614.93,1701.0,3.0,Apartment
"Siddhipriya Imperial, Jain Nagar Ghuma, Ahmedabad",1,155.0,155.0,4696.97,3300.0,4.0,Apartment
"Siddhipriya Shree Lakshminarayan Residency, Bopal, Ahmedabad",1,55.0,55.0,4888.89,1125.0,2.0,Apartment
"Siddhivinayak Signature, Koteshwar, Ahmedabad",1,140.0,140.0,5477.31,2556.0,3.0,Apartment
"Siganture Anutham, Gota, Ahmedabad",1,220.0,220.0,8148.15,2700.0,3.0,Apartment
"Silver Casa, Thaltej, Ahmedabad",1,85.0,85.0,7203.39,1180.0,2.0,Apartment
"Silver Flora, Vasna, Ahmedabad",1,65.0,65.0,8227.85,790.0,2.0,Apartment
"Silver Gardenia, Gota, Ahmedabad",2,75.0,75.0,5498.1900000000005,1363.5,2.0,Apartment
"Simandhar Elegance, Sabarmati, Ahmedabad",1,65.0,65.0,7683.22,846.0,2.0,Apartment
"Simraj Avenue, Gayatri Nagar Chandlodiya, Ahmedabad",1,45.0,45.0,4347.83,1035.0,2.0,Apartment
"Singarwa, Ahmedabad",2,25.549999999999997,25.549999999999997,4450.615,558.0,1.5,Apartment
"Sivanta Apartments, Vejalpur, Jivraj park, Ahmedabad",2,95.25,95.25,5764.26,1668.5,3.0,Apartment
"Sky Leaf, Daskroi, Ahmedabad",1,83.0,83.0,8300.0,1000.0,3.0,Apartment
"Skylon, Ahmedabad",1,115.0,115.0,6084.66,1890.0,3.0,Apartment
"Skylon, Gota Gam, Ahmedabad",1,130.0,130.0,6878.31,1890.0,3.0,Apartment
"Smarana, Vejalpur, Jivraj park, Ahmedabad",3,48.0,51.666666666666664,4925.37,945.0,2.0,Apartment
"Smit Tankar Residency 4, Vatva, Ahmedabad",2,17.75,17.75,2320.32,765.5,1.0,Apartment
"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",5,53.6,60.160000000000004,3609.43,1485.0,3.0,Apartment
"Soham Dev Prime, Chandkheda, Ahmedabad",1,44.0,44.0,6111.11,720.0,2.0,Apartment
"Soham Dev Pristine, Shahibag, Ahmedabad",1,135.0,135.0,9581.26,1409.0,3.0,Apartment
"Soham Devam Apartment, Motera, Ahmedabad",1,65.0,65.0,5909.09,1100.0,3.0,Apartment
"Sola Road, Ahmedabad",2,190.0,190.0,7646.12,2495.5,3.5,Apartment
"Sola, Ahmedabad",7,85.0,113.71428571428571,6843.8,1530.0,2.5714285714285716,Apartment
"Solitaire Hill, Nikol, Ahmedabad",1,36.0,36.0,3030.3,1188.0,2.0,Apartment
"Solitaire Sky, Odhav, Ahmedabad",1,42.0,42.0,4022.99,1044.0,2.0,Apartment
"Somya Residency, Sarkhej, Ahmedabad",1,40.0,40.0,6734.01,594.0,2.0,Apartment
"South Bopal, Bopal, Ahmedabad",14,80.0,87.0,6458.335,1313.5,2.9285714285714284,Apartment
"Sparsh Divine Motera, Motera Koteshwar Road, Ahmedabad",1,60.0,60.0,4511.28,1330.0,2.0,Apartment
"Splendora 2, Bopal, Ahmedabad",1,222.0,222.0,5692.31,3900.0,4.0,Apartment
"Square Swastik Promont, South Bopal, Bopal, Ahmedabad",1,70.0,70.0,8750.0,800.0,3.0,Villa/Bungalow
"Status Ananta, Chandkheda, Ahmedabad",2,77.0,77.0,6993.2,1102.5,3.0,Apartment
"Status Aurum, Gota, Ahmedabad",1,117.0,117.0,9629.63,1215.0,3.0,Apartment
"Status Elysium, Gota, Ahmedabad",1,88.5,88.5,6974.0,1269.0,2.0,Apartment
"Stavan Ample, Devnagar, Gota, Ahmedabad",1,60.0,60.0,9259.26,648.0,2.0,Apartment
"Stavan Ample, Gota, Ahmedabad",2,56.75,56.75,4910.235,1160.0,2.0,Apartment
"Strut Arcadia 77, Chharodi, Ahmedabad",1,225.0,225.0,6250.0,3600.0,4.0,Apartment
"Strut Arcadia 77, Ognaj, Ahmedabad",1,210.0,210.0,5833.33,3600.0,4.0,Apartment
"Sudarshan Facing East, Bopal, Ahmedabad",1,81.0,81.0,2700.0,3000.0,3.0,Villa/Bungalow
"Sudarshan Pride, Sola, Ahmedabad",1,185.0,185.0,8222.22,2250.0,3.0,Apartment
"Sudarshan Tower, Sola, Ahmedabad",1,92.0,92.0,6349.21,1449.0,3.0,Apartment
"Sughad, Ahmedabad",3,47.0,51.0,4704.7,999.0,2.0,Apartment
"Suhaal Serenity, Zundal, Ahmedabad",1,110.0,110.0,5789.47,1900.0,3.0,Apartment
"Sukirti Greens, Bopal, Ahmedabad",1,75.0,75.0,5952.38,1260.0,2.0,Apartment
"Sumangalam Apartments, Paldi, Ahmedabad",1,75.0,75.0,6172.84,1215.0,2.0,Apartment
"Sun Atmosphere, Shela, Ahmedabad",6,62.0,61.166666666666664,7413.004999999999,821.5,2.0,Apartment
"Sun Divine 5, Sector 4 Chanakyapuri, Ahmedabad",1,70.0,70.0,8045.98,870.0,3.0,Apartment
"Sun Embark, Sarkhej Gandhinagar Highway, Ahmedabad",1,260.0,260.0,8482.87,3065.0,4.0,Apartment
"Sun Footprints, Shela, Ahmedabad",4,50.0,52.0,4807.38,1148.5,2.0,Apartment
"Sun Optima, Bopal, Ahmedabad",2,51.5,51.5,4975.844999999999,1035.0,2.0,Apartment
"Sun Real Homes, Khodiyar Nagar Ranip, Ahmedabad",1,50.0,50.0,5733.94,872.0,2.0,Apartment
"Sun Rising Homes, Jagatpur, Ahmedabad",2,43.5,43.5,9589.975,454.5,1.0,Apartment
"Sun Simpolo, Bopal, Ahmedabad",1,45.0,45.0,6250.0,720.0,2.0,Apartment
"Sun Skyview, Shela, Ahmedabad",4,76.5,78.85,7748.425,931.0,3.0,Apartment
"Sun South Park, South Bopal, Bopal, Ahmedabad",1,73.0,73.0,5488.72,1330.0,3.0,Apartment
"Sun South Winds, South Bopal, Bopal, Ahmedabad",1,75.0,75.0,5226.48,1435.0,3.0,Apartment
"Sun Suryansh Skyline, Naranpura, Ahmedabad",1,78.0,78.0,6190.48,1260.0,2.0,Apartment
"Suncity Apartments, Bopal, Ahmedabad",2,77.5,77.5,5975.885,1363.5,2.5,Apartment
"Suncity Apartments, Sector 7 South Bopal, Ahmedabad",1,55.0,55.0,5314.01,1035.0,2.0,Apartment
"Sundarm Flora, Lambha, Ahmedabad",1,55.0,55.0,3867.79,1422.0,3.0,Apartment
"Super Shaligram, Jagatpur Village, Gota, Ahmedabad",1,156.0,156.0,10229.51,1525.0,3.0,Villa/Bungalow
"Suprabhat Apartment, Thaltej, Ahmedabad",1,115.0,115.0,7666.67,1500.0,4.0,Villa/Bungalow
"Surya Emerald, Iscon Ambli Road, Ahmedabad",1,190.0,190.0,12666.67,1500.0,3.0,Apartment
"Surya Kutir, Naranpura, Ahmedabad",4,125.5,125.5,6035.655000000001,2094.5,3.0,Apartment
"Suryam Ananta, Vastral, Ahmedabad",2,75.0,75.0,5839.645,1332.0,3.0,Apartment
"Suryam Aura, Nikol, Ahmedabad",1,48.0,48.0,4166.67,1152.0,2.0,Apartment
"Suryam Elegance, Vastral, Ahmedabad",3,46.0,47.333333333333336,3875.97,1206.0,2.0,Apartment
"Suryam Elegance, Vrundavan Bihar, Ahmedabad",1,47.0,47.0,8034.19,585.0,2.0,Apartment
"Suryam Pride, Vastral, Ahmedabad",1,45.0,45.0,4032.26,1116.0,2.0,Apartment
"Suvarna Apartments, GST Crossing, Ahmedabad",1,35.0,35.0,5384.62,650.0,1.0,Apartment
"Suvarna Apartments, Ranip, Ahmedabad",1,40.0,40.0,6349.21,630.0,1.0,Plot
"Svasaar Pravesh 1, Gamdi, Ahmedabad",1,15.0,15.0,2525.25,594.0,1.0,Apartment
"Swaminaray appartment, Narolgam, Ahmedabad",1,21.0,21.0,2058.82,1020.0,2.0,Apartment
"Swaminarayan Park 4, Ahmedabad",1,29.0,29.0,6041.67,480.0,1.0,Apartment
"Swaminarayan Park 4, Vasna, Ahmedabad",2,31.5,31.5,4545.45,693.0,1.0,Apartment
"Swaminarayan Park III, Vasna, Ahmedabad",1,32.5,32.5,6770.83,480.0,1.0,Apartment
"Swaminarayan Park Nava Naroda, Ahmedabad",1,20.0,20.0,2222.22,900.0,2.0,Apartment
"Swaminarayan Park Phase 5, Naroda, Ahmedabad",4,24.0,24.5,2424.24,1012.5,2.0,Apartment
"Swara Skygreens, Navrangpura, Ahmedabad",1,310.0,310.0,7058.29,4392.0,4.0,Villa/Bungalow
"Swara Skyline, Navrangpura, Ahmedabad",1,150.0,150.0,12165.45,1233.0,3.0,Apartment
"Swareet, Vejalpur, Jivraj park, Ahmedabad",1,46.0,46.0,5168.54,890.0,2.0,Apartment
"Swarnim Heights, Chharodi, Ahmedabad",2,119.0,119.0,4897.12,2430.0,3.0,Apartment
"Swarnim Stone and Villa, Chharodi, Ahmedabad",1,95.0,95.0,5277.78,1800.0,3.0,Villa/Bungalow
"Swastik City, Ashram Road, Ahmedabad",1,22.0,22.0,3142.86,700.0,1.0,Apartment
"Swastik Clairmont, Bopal, Ahmedabad",1,78.0,78.0,4216.22,1850.0,3.0,Plot
"Swastik Clairmont, South Bopal, Bopal, Ahmedabad",1,87.0,87.0,8554.57,1017.0,3.0,Apartment
"Swastik Rise, South Bopal, Bopal, Ahmedabad",2,89.0,89.0,7125.0,1350.0,2.5,Apartment
"Swastik Riviera, Vaishnodevi Circle, Ahmedabad",2,77.5,77.5,5092.595,1521.0,3.0,Apartment
"Swastik Shubh Jivan, Vastral, Ahmedabad",1,55.0,55.0,4493.46,1224.0,2.0,Apartment
"Swati Apartment 2, Jivraj Park, Ahmedabad",1,40.0,40.0,6153.85,650.0,1.0,Apartment
"Swati Chrysantha, Shela, Ahmedabad",1,80.0,80.0,5383.58,1486.0,3.0,Apartment
"Swati Gardenia, Makarba Road, Ahmedabad",1,82.0,82.0,10301.51,796.0,2.0,Apartment
"Swati Gardenia, Makarba, Ahmedabad",1,78.0,78.0,5877.92,1327.0,2.0,Apartment
"Swati Parkside, Shela, Ahmedabad",4,190.0,190.0,7595.8099999999995,2332.0,3.75,Apartment
"Swati Premier, Shantipura Circle, Ahmedabad",4,135.5,142.5,9201.56,1554.5,3.5,Apartment
"Swati Residency 3, Chandkheda, Ahmedabad",1,50.0,50.0,4789.27,1044.0,2.0,Apartment
"Swati Residency 4, Chandkheda Gam Road, Ahmedabad",1,50.0,50.0,588.24,8500.0,2.0,Apartment
"Swati Residency 5, Chandkheda, Ahmedabad",1,52.0,52.0,4814.81,1080.0,2.0,Apartment
"TCC Imperia Vista, Zundal, Ahmedabad",1,75.0,75.0,4065.04,1845.0,3.0,Apartment
"THE REGAL, Vaishnodevi Circle, Ahmedabad",2,171.5,171.5,9008.75,1892.0,4.0,Apartment
"TRA Aalay, Shela, Ahmedabad",1,102.0,102.0,4163.27,2450.0,3.0,Apartment
"Tagore Apartment, Maninagar, Ahmedabad",1,31.5,31.5,3315.79,950.0,2.0,Apartment
"Takshashila AIR, Ellisbridge, Ahmedabad",2,296.0,296.0,7146.405000000001,4042.5,4.5,Apartment
"Takshashila Colonials, Daxini Society, Maninagar, Ahmedabad",1,90.0,90.0,5325.44,1690.0,3.0,Apartment
"Takshashila Colonials, Maninagar, Ahmedabad",1,140.0,140.0,10174.42,1376.0,3.0,Apartment
"Takshashila East End, Maninagar, Ahmedabad",1,95.0,95.0,7037.04,1350.0,3.0,Apartment
"Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",2,128.5,128.5,8443.835,1595.0,3.0,Apartment
"Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",2,51.5,51.5,4291.295,1202.0,2.0,Apartment
"Takshshila Apartment, Vastrapur, Ahmedabad",1,90.0,90.0,7500.0,1200.0,3.0,Apartment
"Tankar Residency II, Vatva, Ahmedabad",1,15.0,15.0,1915.71,783.0,1.0,Apartment
"Tata Housing Shubh Griha, Gurukul, Ahmedabad",1,22.0,22.0,5913.98,372.0,1.0,Apartment
"Tathya Ashraya 10, Chamunda Nagar New Ranip, Ahmedabad",1,59.5,59.5,5950.0,1000.0,3.0,Apartment
"Tathya Ashraya 10, New Ranip, Ahmedabad",1,60.0,60.0,4597.7,1305.0,3.0,Apartment
"Thakkarbapanagar, Ahmedabad",1,12.0,12.0,1932.37,621.0,1.0,Apartment
"Thaltej Shilaj Road, Ahmedabad",1,379.0,379.0,7231.44,5241.0,4.0,Apartment
"Thaltej, Ahmedabad",7,90.0,126.42857142857143,9751.77,980.0,2.7142857142857144,Apartment
"The Aaryan Vasudha Apartment, Gota, Ahmedabad",1,60.0,60.0,5555.56,1080.0,2.0,Apartment
"The Emberlynn, Ambli Bopal Road, Ahmedabad",1,550.0,550.0,9337.86,5890.0,4.0,Apartment
"The Emberlynn, Ambli, Ahmedabad",1,647.0,647.0,10984.72,5890.0,4.0,Apartment
"The Empiirean, Sarkhej Gandhinagar Highway, Ahmedabad",1,220.0,220.0,10352.94,2125.0,4.0,Apartment
"The Festival Residency 2, Vaishnodevi Circle, Ahmedabad",4,65.5,68.75,4206.805,1557.0,3.0,Apartment
"The Meadows Phase 3, Vaishnodevi Circle, Ahmedabad",2,69.0,69.0,8558.9,880.5,2.0,Apartment
"The Meadows, Sarkhej Gandhinagar Highway, Ahmedabad",1,85.0,85.0,7870.37,1080.0,2.0,Apartment
"The North, Iscon Ambli Road, Ahmedabad",1,835.0,835.0,12462.69,6700.0,5.0,Apartment
